0.200000,1.000000,1.000000,3661.153861,46.089476,1.000000,1.000000,1202479.156411,1.000000,1.000000,1.000000,1.000000,1.000000,1023521.858533,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1106.688903,757.226024,1289.237978,699.608454,1265.612229,153.893556,286.631164,1007.077367,413.690878,631.842251,623.522602,351.756496,405.967815,703.819121,475.464323,699.893287,0.057877,0.126155,0.423108,0.694287,1.018382,1.243056,1.596703,1.756120,0.239183,0.341048,0.338690,0.485965,0.720479,1.094880,1.343783,1.999872,0.073103
0.200035,1.000000,1.000000,4071.765998,81.754746,1.000000,1.000000,1006322.027921,1.000000,1.000000,1.000000,1.000000,1.000000,291632.470356,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1053.434561,726.163478,1231.448468,665.241817,1226.113439,146.029638,274.342594,953.595225,399.137310,611.389394,597.078354,333.787067,410.430557,665.923201,447.069715,656.796509,0.061592,0.133588,0.473799,0.751347,1.125714,1.381041,1.822794,1.999837,0.264247,0.378715,0.366807,0.520384,0.782134,1.191132,1.433060,1.999970,0.074202
0.200000,1.000000,1.000000,3638.988510,44.656936,1.000000,1.000000,1201051.098339,1.000000,1.000000,1.000000,1.000000,1.000000,0.049787,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1052.885125,719.591656,1226.009818,665.120586,1203.296315,146.153010,272.190405,955.998809,416.274438,636.822828,628.676769,354.487743,408.112118,708.748560,479.764719,706.286033,0.061164,0.133895,0.455469,0.759611,1.132512,1.397156,1.834326,2.000000,0.236263,0.336821,0.334764,0.479269,0.710552,1.078170,1.317972,1.999831,0.073090
0.200000,1.000000,1.000000,3644.483080,44.867355,1.000000,1.000000,1202604.284165,1.000000,1.000000,1.000000,1.000000,1.000000,0.049787,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1080.983913,739.167384,1259.470048,683.073215,1235.550120,150.306203,279.902026,982.931802,414.015729,633.121972,624.643414,352.535237,405.998380,704.663231,476.700788,701.558338,0.059423,0.129739,0.437532,0.723944,1.068871,1.311809,1.699088,1.876471,0.238422,0.339913,0.337582,0.483994,0.718445,1.091560,1.338042,1.999694,0.073090
0.200001,1.000000,1.000000,3640.001547,45.520189,1.000000,1.000000,1193654.567840,1.000000,1.000000,1.000000,1.000000,1.000000,0.049787,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1055.266668,722.790522,1230.744783,667.073608,1208.013870,146.665498,273.605615,960.420849,413.490142,631.902960,623.400835,351.595952,405.206381,703.252183,474.856148,699.541126,0.060969,0.133284,0.452330,0.755388,1.126213,1.384285,1.813521,1.999808,0.239180,0.341021,0.339344,0.485692,0.720301,1.095015,1.346465,1.999847,0.073095
0.200000,1.000000,1.000000,4212.918680,1197726.778703,1.000000,1.000000,1202563.645827,1.000000,1.000000,1.000000,1.000000,1.000000,1164613.130956,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1056.589954,723.232123,1230.109394,668.376227,1213.706610,147.012671,274.928652,959.387334,412.149606,630.993499,619.502446,350.086897,424.054851,694.937771,466.126772,682.520386,0.061447,0.133149,0.452090,0.752463,1.120928,1.382523,1.807406,1.999809,0.251792,0.353816,0.346206,0.493301,0.729507,1.104218,1.355534,1.999976,0.074316
0.200000,1.000000,1.000000,4234.288542,1180874.309789,1.000000,1.000000,1201240.814665,1.000000,1.000000,1.000000,1.000000,1.000000,747674.822882,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1146.735445,784.045052,1332.621907,724.209503,1316.041879,159.375365,298.168018,1039.800139,412.180343,631.331465,619.787300,350.768221,424.257059,695.841341,466.622425,683.727579,0.056422,0.121537,0.402956,0.655401,0.950918,1.150272,1.460778,1.604825,0.251731,0.353012,0.345432,0.492411,0.727769,1.100885,1.353939,1.999894,0.074314
0.200001,1.000000,1.000000,4227.310220,1202590.210423,1.000000,1.000000,1202519.130650,1.000000,1.000000,1.000000,1.000000,1.000000,1042947.154601,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1059.125874,723.044262,1231.118582,669.014494,1215.884953,147.208809,275.410500,960.784994,413.013843,632.302624,619.871438,350.696247,424.652371,696.517899,466.853568,683.534569,0.061404,0.132940,0.451220,0.749472,1.115910,1.375629,1.801262,1.999533,0.251161,0.352913,0.345701,0.492343,0.726446,1.101007,1.353345,1.999977,0.074314
0.200000,1.000000,1.000000,3660.823334,45.644509,1.000000,1.000000,1201925.678018,1.000000,1.000000,1.000000,1.000000,1.000000,1195942.110835,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1054.111227,720.878984,1228.208276,666.014428,1205.106893,146.456158,272.734998,957.995077,414.327602,633.032026,624.663357,352.516807,406.018085,705.070231,476.823014,701.799878,0.061089,0.133661,0.453984,0.757111,1.128508,1.392369,1.823303,1.999868,0.238280,0.339777,0.337698,0.484007,0.717721,1.092035,1.338445,1.999980,0.073102
0.200000,1.000000,1.000000,4214.877231,1143621.724754,1.000000,1.000000,1199919.032333,1.000000,1.000000,1.000000,1.000000,1.000000,1010036.647581,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1098.506712,750.916809,1277.357110,694.308983,1261.778204,152.720420,285.827175,996.597677,412.877621,632.372051,620.194197,351.056319,424.641036,696.235624,467.057452,684.487703,0.059037,0.127438,0.427865,0.703644,1.035425,1.263571,1.628113,1.795886,0.250899,0.352829,0.345151,0.491744,0.725523,1.099155,1.349893,1.999978,0.074313
