0.538049,1.000000,1.000000,146.477239,2.432576,3.661935,1.000000,0.049787,1.333718,1.000000,4.932361,1.000000,1.000000,0.049787,0.165316,1.000000,0.920092,1.000000,1.000000,148.412551,1.000000,1.000000,1.000000,16.738320,1.000000,1.000000,1.000000,1.000000,704.758885,423.990825,528.947597,695.671191,328.997726,10.000273,10.000000,451.283190,808.345234,0.087518,0.190421,0.652905,0.915975,1.415938,1.995755,1.999998,2.000000,0.169283,0.237027,0.217479,0.322583,0.565289,0.943143,1.300580,1.999942,0.299065
0.200000,1.000000,1.000000,148.413046,135.322946,0.850824,1.000000,0.049787,0.382996,1.000000,1.044687,1.000000,1.000000,148.413159,1.447778,1.000000,1.722635,1.000000,1.000000,3.131131,1.000000,1.000000,1.000000,0.049787,1.000000,1.000000,1.000000,1.000000,991.362660,444.193224,688.562488,680.341694,335.266818,669.275634,492.009350,436.866265,714.113016,0.059281,0.122907,0.432655,0.828337,1.259479,1.547880,1.999588,1.999998,0.220881,0.315560,0.297042,0.448147,0.671009,1.001407,1.197198,1.736624,0.210014
0.520327,1.000000,1.000000,148.413159,0.049787,1.951641,1.000000,0.049787,0.049787,1.000000,1.656955,1.000000,1.000000,0.049787,4.587472,1.000000,0.383271,1.000000,1.000000,148.413159,1.000000,1.000000,1.000000,0.049787,1.000000,1.000000,1.000000,1.000000,931.189131,415.252159,544.601576,682.109972,336.715852,10.045747,10.085000,329.918756,808.653765,0.065714,0.140722,0.452542,0.644374,0.959300,1.313957,1.794481,1.999989,0.169357,0.236669,0.216476,0.320438,0.548838,0.907913,1.217548,1.825834,0.292083
0.200000,1.000000,1.000000,148.412660,58.281357,6.937842,1.000000,148.412378,1.124481,1.000000,1.274232,1.000000,1.000000,146.781665,0.049787,1.000000,0.202278,1.000000,1.000000,0.049787,1.000000,1.000000,1.000000,38.434454,1.000000,1.000000,1.000000,1.000000,883.803576,396.125565,594.629160,660.658774,336.244900,724.546036,493.002595,418.207243,704.537838,0.057857,0.124644,0.463367,0.767177,1.372070,1.624185,1.935994,1.999987,0.226723,0.323763,0.303250,0.463837,0.696646,1.055548,1.282375,1.921381,0.151701
0.200000,1.000000,1.000000,148.412277,49.694191,1.039105,1.000000,148.413159,0.486129,1.000000,1.241908,1.000000,1.000000,148.404132,0.905676,1.000000,1.132838,1.000000,1.000000,0.096354,1.000000,1.000000,1.000000,2.879257,1.000000,1.000000,1.000000,1.000000,1026.800630,417.174925,633.309045,633.767441,323.227829,723.802007,480.440762,410.718700,680.993589,0.055449,0.120172,0.412109,0.699400,1.143994,1.379801,1.657129,1.999997,0.236520,0.336788,0.316366,0.481834,0.719676,1.087424,1.326437,1.905968,0.116370
0.200000,1.000000,1.000000,148.411501,0.049787,1.091424,1.000000,148.412903,0.479847,1.000000,1.279403,1.000000,1.000000,148.410881,1.003963,1.000000,51.376456,1.000000,1.000000,0.099156,1.000000,1.000000,1.000000,0.049787,1.000000,1.000000,1.000000,1.000000,898.601347,422.548319,655.346411,605.791563,325.116532,729.877279,488.655503,416.836873,699.400644,0.063273,0.137137,0.487520,0.833559,1.350470,1.633436,1.969572,1.999991,0.223593,0.323729,0.310107,0.466636,0.701627,1.069484,1.314945,1.999461,0.133840
0.200005,1.000000,1.000000,148.413155,48.564308,1.141181,1.000000,148.413159,0.552507,1.000000,1.317091,1.000000,1.000000,147.769147,0.768678,1.000000,0.990493,1.000000,1.000000,0.085650,1.000000,1.000000,1.000000,3.454591,1.000000,1.000000,1.000000,1.000000,1043.047801,425.883886,650.044392,654.275819,336.045825,751.044942,499.061845,424.843702,710.891252,0.054061,0.116328,0.390798,0.656104,1.073675,1.284450,1.503996,1.639486,0.224638,0.319360,0.300769,0.455610,0.676508,1.015217,1.226308,1.778675,0.115674
0.200000,1.000000,1.000000,148.413159,46.707656,1.072225,1.000000,148.411544,0.584781,1.000000,1.282694,1.000000,1.000000,147.278889,0.880480,1.000000,1.031338,1.000000,1.000000,0.107266,1.000000,1.000000,1.000000,2.650986,1.000000,1.000000,1.000000,1.000000,1353.278212,412.920713,632.046676,629.555324,321.755117,719.855140,483.613302,407.564243,686.222082,0.041620,0.086972,0.273964,0.436576,0.649098,0.760916,0.888685,0.954911,0.234745,0.334621,0.315310,0.481662,0.728582,1.105828,1.343832,2.000000,0.112750
0.200000,1.000000,1.000000,0.049788,91.620283,0.934035,1.000000,148.412911,0.448865,1.000000,1.297309,1.000000,1.000000,148.409231,37.906070,1.000000,1.393220,1.000000,1.000000,0.100835,1.000000,1.000000,1.000000,0.049787,1.000000,1.000000,1.000000,1.000000,911.673415,425.530574,664.733846,670.454202,234.068627,745.711982,484.553228,429.351039,719.613184,0.063225,0.130034,0.444113,0.844921,1.381954,1.702067,1.999998,1.999981,0.217485,0.312474,0.288982,0.430824,0.655932,1.024048,1.300765,1.999510,0.156946
0.200001,1.000000,1.000000,148.294445,45.660320,1.139075,1.000000,148.412718,0.600772,1.000000,1.316655,1.000000,1.000000,123.940318,0.783398,1.000000,0.975776,1.000000,1.000000,0.094887,1.000000,1.000000,1.000000,3.081005,1.000000,1.000000,1.000000,1.000000,1220.348125,479.655122,728.511793,736.274406,376.381684,849.824511,565.419541,478.575393,798.137613,0.045769,0.097528,0.309719,0.505542,0.770342,0.897978,1.059463,1.138443,0.196028,0.272936,0.258462,0.383654,0.561775,0.813152,0.964645,1.332538,0.113614
