0.447200,1.000000,1.000000,0.346139,0.935227,1.146445,0.278200,148.413159,0.280225,0.049787,2.140609,0.598034,1.000000,3.546589,0.049787,0.049787,1.296296,1.829016,1.000000,0.085773,26.792323,1.000000,1.000000,32.008329,14.762707,1.000000,1.000000,1.000000,899.999477,832.423670,0.067610,0.144970,0.460408,0.622862,0.921622,1.418959,1.919610,1.999989,0.164353,0.229681,0.212613,0.331761,0.622133,1.096966,1.503091,1.999993,0.202665
0.478597,1.000000,1.000000,148.412972,0.049787,2.040099,0.455972,148.413159,0.340225,11.900123,2.948020,0.970191,1.000000,148.407559,0.861106,0.049787,0.049787,0.165387,1.000000,0.049897,0.117731,1.000000,1.000000,36.350377,98.909279,1.000000,1.000000,1.000000,899.998842,601.210443,0.067447,0.144491,0.451379,0.637443,1.000902,1.286281,1.816124,1.999817,0.241604,0.346713,0.315477,0.487427,0.811431,1.292910,1.554116,1.999898,0.203491
0.200002,1.000000,1.000000,0.386234,0.049787,1.086063,0.346299,148.405324,0.565383,0.671819,1.456289,0.709984,1.000000,0.049787,0.782107,0.926592,5.835466,1.409431,1.000000,0.075543,1.708647,1.000000,1.000000,0.334688,0.050359,1.000000,1.000000,1.000000,899.909832,730.570316,0.064889,0.135180,0.405946,0.697887,1.299299,1.600954,1.997383,1.999807,0.205519,0.295671,0.289602,0.468871,0.774347,1.212725,1.469052,1.999592,0.154244
0.480788,1.000000,1.000000,148.413159,0.049787,2.135843,0.433170,148.404471,0.347314,12.492071,2.905537,0.988265,1.000000,148.407884,0.794016,0.049787,0.049787,0.116409,1.000000,0.049787,0.108378,1.000000,1.000000,37.697704,148.413159,1.000000,1.000000,1.000000,899.951027,605.897499,0.067644,0.143873,0.452967,0.634365,0.996818,1.287936,1.807246,1.999344,0.239482,0.342954,0.310801,0.481287,0.804693,1.281063,1.548207,2.000000,0.203977
0.432294,1.000000,1.000000,0.374373,0.049787,1.167135,0.351072,148.413159,0.475681,0.447531,2.237825,0.915718,1.000000,21.906317,0.055527,0.049818,1.840980,0.150541,1.000000,0.049787,2.335303,1.000000,1.000000,21.154442,148.411296,1.000000,1.000000,1.000000,899.990610,752.665422,0.067556,0.144313,0.453049,0.615846,1.014477,1.421762,1.885526,1.999935,0.184585,0.261495,0.238658,0.353849,0.574755,1.018530,1.422175,1.999913,0.203746
0.424028,1.000000,1.000000,0.347824,0.049787,1.136322,0.346409,148.413060,0.395091,0.468717,2.050155,0.920678,1.000000,21.017294,0.114365,0.049788,2.679118,0.158710,1.000000,0.066243,2.138426,1.000000,1.000000,6.995535,148.413159,1.000000,1.000000,1.000000,899.999506,772.852582,0.067653,0.144686,0.457824,0.624808,1.035170,1.456902,1.902975,1.999963,0.178676,0.250651,0.229756,0.341887,0.560537,0.987355,1.381653,2.000000,0.203472
0.489884,1.000000,1.000000,148.411993,148.413159,1.906605,0.310396,148.413159,0.049787,0.049787,2.121573,0.681181,1.000000,148.412854,6.413071,17.177351,0.670280,1.887281,1.000000,0.489060,32.885162,1.000000,1.000000,0.466166,0.049787,1.000000,1.000000,1.000000,899.999181,700.318264,0.066562,0.141597,0.511736,0.758023,0.921263,1.279500,1.777230,1.999968,0.211080,0.311307,0.292727,0.427899,0.760119,1.179779,1.519890,1.999998,0.173832
0.200000,1.000000,1.000000,148.404657,33.436538,1.239275,0.445292,148.410018,0.546140,0.908435,1.392084,0.897227,1.000000,148.412132,0.743594,0.805164,1.004324,1.092167,1.000000,0.078539,1.364420,1.000000,1.000000,3.168408,1.501835,1.000000,1.000000,1.000000,899.995940,688.304092,0.062481,0.135833,0.476764,0.809016,1.323516,1.603109,1.953915,1.999766,0.235032,0.332836,0.317064,0.492467,0.728658,1.035409,1.202724,1.651837,0.121347
0.460691,1.000000,1.000000,105.416247,0.049788,1.737721,0.386327,148.411757,0.476468,0.667592,2.269401,0.973170,1.000000,147.704330,0.716959,1.081938,1.024994,0.049787,1.000000,0.050374,1.737258,1.000000,1.000000,2.289609,19.546641,1.000000,1.000000,1.000000,899.955118,683.361033,0.067799,0.144808,0.459528,0.669537,1.023888,1.327642,1.754336,1.900495,0.206560,0.292984,0.267512,0.416063,0.726949,1.100359,1.395129,1.999817,0.192432
0.200000,1.000000,1.000000,0.049788,148.413156,1.180858,0.346214,148.413066,0.624553,0.657216,1.487909,0.820223,1.000000,148.412397,0.254003,11.513521,0.929571,1.884443,1.000000,0.064758,2.649185,1.000000,1.000000,9.862829,0.049787,1.000000,1.000000,1.000000,899.999143,605.921958,0.062982,0.129732,0.436040,0.792891,1.271819,1.549709,1.975074,2.000000,0.280468,0.401559,0.373381,0.553922,0.862815,1.323115,1.690608,1.999998,0.162996
0.200000,1.000000,1.000000,0.049787,0.049787,0.900521,0.523981,148.413136,0.509468,0.861383,1.420926,0.821733,1.000000,0.049788,0.928207,0.049787,5.724455,0.794839,1.000000,0.083672,1.194349,1.000000,1.000000,0.160416,148.413158,1.000000,1.000000,1.000000,899.998911,720.618796,0.065409,0.137177,0.414790,0.734651,1.388503,1.633780,2.000000,2.000000,0.202573,0.290054,0.277420,0.435922,0.661039,1.073037,1.448581,2.000000,0.168313
0.537822,1.000000,1.000000,0.049787,0.049787,1.219452,0.606822,1202604.054149,0.049787,1.217509,26.845999,1164383.700961,1.000000,0.049787,0.049787,0.049787,0.049787,846.419034,1.000000,0.049787,1078571.583261,1.000000,1.000000,95127.856214,0.049787,1.000000,1.000000,1.000000,796.505249,400.000101,0.069044,0.140448,0.494338,1.634579,1.999909,1.925010,2.000000,1.999998,0.458189,0.816426,0.574484,0.860032,1.510279,2.000000,1.999999,2.000000,0.398729
0.999998,1.000000,1.000000,0.049787,0.503572,9.229187,0.049787,1202591.161764,1.506888,14.998906,117.831704,1.255326,1.000000,1202431.569580,0.049787,0.049787,0.049787,0.049787,1.000000,1193675.599190,0.049787,1.000000,1.000000,707082.927330,2928.853745,1.000000,1.000000,1.000000,647.292325,539.483583,0.100034,0.222536,0.778053,1.152221,1.999995,2.000000,1.999999,1.999989,0.280981,0.405142,0.379654,0.632027,0.934403,1.999993,2.000000,2.000000,0.416207
1.000000,1.000000,1.000000,0.049787,0.049787,0.049787,0.049788,1202600.360395,0.049787,0.049787,23.894678,0.654272,1.000000,0.049787,0.049787,0.049787,47220.262139,0.049787,1.000000,0.049787,32.799229,1.000000,1.000000,0.049787,0.049787,1.000000,1.000000,1.000000,899.999972,669.390551,0.067865,0.145360,0.462062,0.611921,1.341052,1.691667,1.999999,1.999999,0.211824,0.300567,0.272887,0.411609,0.612903,0.940638,1.318079,2.000000,0.227267
0.897427,1.000000,1.000000,0.049787,1202604.284165,1.823737,0.049787,0.049787,0.089701,0.051305,17.259270,0.585844,1.000000,1202581.252209,0.049787,0.049787,0.049787,15.257144,1.000000,0.049787,7762.008542,1.000000,1.000000,375.079495,0.049787,1.000000,1.000000,1.000000,820.098935,682.943269,0.073582,0.154996,0.496255,0.710646,1.289435,1.657301,1.999997,1.999943,0.211569,0.304585,0.293412,0.453335,0.719495,1.061920,1.502696,1.999998,0.271152
0.999999,1.000000,1.000000,0.049787,22.688690,1.387592,0.049787,1202602.308867,0.049787,0.049787,24.594150,27.937096,1.000000,1202603.697113,0.049787,0.049787,837.679298,0.049787,1.000000,0.049787,55137.670704,1.000000,1.000000,0.049787,0.049787,1.000000,1.000000,1.000000,831.993254,446.442428,0.072498,0.149042,0.511972,0.846791,1.308414,1.576793,1.999936,2.000000,0.364122,0.565707,0.467728,0.673757,1.096212,1.858736,1.999993,1.999998,0.307731
0.999999,1.000000,1.000000,0.049787,68.676768,1.895339,0.049787,1202604.284165,0.085242,15.050428,17.405806,2.216413,1.000000,1202589.735561,543.891297,0.049787,0.049787,3166.015772,1.000000,0.049787,0.049787,1.000000,1.000000,0.049787,0.049787,1.000000,1.000000,1.000000,851.695647,509.740872,0.070477,0.153091,0.567559,0.847531,1.164561,1.364218,1.725032,1.999993,0.313042,0.467906,0.422612,0.594013,0.898263,1.362116,1.999962,2.000000,0.215363
0.999920,1.000000,1.000000,0.049787,39737.499860,48.569630,0.049787,1197562.462781,0.747014,8.789081,1.929126,158594.067301,1.000000,1136693.074625,0.049787,0.049787,0.049787,0.049787,1.000000,0.049787,0.049787,1.000000,1.000000,25.867680,0.049787,1.000000,1.000000,1.000000,738.506984,404.355291,0.083269,0.171376,0.653447,0.860345,1.916816,1.999888,1.999997,1.997425,0.403485,0.707548,0.641715,0.929031,2.000000,2.000000,1.999999,1.998310,0.345240
0.743369,1.000000,1.000000,0.049787,1202604.284165,8.415165,0.603373,0.049787,5.170996,2.659576,1202604.217706,15.077351,1.000000,0.049787,0.049787,0.049787,0.049787,0.049787,1.000000,0.049787,0.049787,1.000000,1.000000,0.739874,3.580620,1.000000,1.000000,1.000000,595.780642,476.018480,0.112111,0.254701,0.798207,1.537792,2.000000,2.000000,2.000000,1.999989,0.332367,0.494710,0.465403,0.663588,1.088482,1.688694,2.000000,2.000000,0.493567
1.000000,1.000000,1.000000,0.049787,0.049787,0.543624,1202604.283139,0.049787,0.049787,0.049787,13.165443,3.236305,1.000000,0.049787,0.049787,0.049787,0.049787,1198448.685320,1.000000,1202564.947393,0.049787,1.000000,1.000000,0.049787,0.049787,1.000000,1.000000,1.000000,829.449717,400.000000,0.070463,0.150662,0.517229,0.721499,1.235024,1.999999,1.999997,1.999997,0.458771,0.811955,0.725009,1.303963,1.999994,1.999994,1.999999,2.000000,0.540402
