0.463223,2.830427,-0.618283,0.014098
0.463256,2.830668,-0.618335,0.014098
0.463120,2.830284,-0.618393,0.014098
0.463188,2.830770,-0.618074,0.014098
0.463218,2.830462,-0.618218,0.014098
0.463442,2.830738,-0.618119,0.014098
0.463308,2.830172,-0.618441,0.014098
0.463221,2.830484,-0.618331,0.014098
0.463225,2.830730,-0.618262,0.014098
0.463277,2.830236,-0.618317,0.014098
0.463194,2.829831,-0.618411,0.014098
0.463202,2.830404,-0.618291,0.014098
0.463322,2.831043,-0.618376,0.014098
0.463221,2.830502,-0.618334,0.014098
0.463217,2.830496,-0.618358,0.014098
0.463181,2.830530,-0.618350,0.014098
0.462866,2.829792,-0.617375,0.014098
0.463108,2.830332,-0.618224,0.014098
0.463216,2.830632,-0.618362,0.014098
0.463241,2.830477,-0.618342,0.014098
0.463332,2.831015,-0.618145,0.014098
0.463191,2.830732,-0.618224,0.014098
0.463243,2.830582,-0.618302,0.014098
0.463299,2.830753,-0.618267,0.014098
0.463266,2.831116,-0.618346,0.014098
0.463222,2.830497,-0.618333,0.014098
0.463251,2.830164,-0.618414,0.014098
0.463105,2.830404,-0.618207,0.014098
0.462816,2.830175,-0.618137,0.014098
0.463212,2.830258,-0.618493,0.014098
0.463203,2.830328,-0.618213,0.014098
0.463218,2.830618,-0.618373,0.014098
0.463188,2.830495,-0.618306,0.014098
0.463194,2.830549,-0.618346,0.014098
0.463309,2.829297,-0.617887,0.014098
0.463167,2.830729,-0.618357,0.014098
0.463284,2.830473,-0.618403,0.014098
0.463082,2.829375,-0.618457,0.014098
0.463291,2.830575,-0.618414,0.014098
0.463292,2.830234,-0.618214,0.014098
0.463217,2.830158,-0.618698,0.014098
0.463204,2.830706,-0.618227,0.014098
0.463179,2.830672,-0.618342,0.014098
0.463228,2.830385,-0.618361,0.014098
0.463165,2.830346,-0.618488,0.014098
0.463267,2.830424,-0.618181,0.014098
0.463102,2.830522,-0.618372,0.014098
0.463154,2.829497,-0.618431,0.014098
0.463149,2.830694,-0.618327,0.014098
0.463316,2.830503,-0.618462,0.014098
0.463353,2.830396,-0.618633,0.014098
0.463286,2.830698,-0.618230,0.014098
0.463237,2.830429,-0.618348,0.014098
0.463166,2.830468,-0.618300,0.014098
0.463245,2.830547,-0.618294,0.014098
0.463195,2.830559,-0.618265,0.014098
0.463233,2.830560,-0.618307,0.014098
0.463235,2.830339,-0.618182,0.014098
0.463283,2.830294,-0.618256,0.014098
0.463222,2.830455,-0.618339,0.014098
0.463243,2.830426,-0.618299,0.014098
0.463175,2.830480,-0.618412,0.014098
0.463224,2.830494,-0.618331,0.014098
0.463342,2.830690,-0.618374,0.014098
0.463227,2.830527,-0.618259,0.014098
0.463259,2.830346,-0.618855,0.014098
0.462974,2.831068,-0.618568,0.014098
0.463164,2.830450,-0.618404,0.014098
0.463242,2.830378,-0.618220,0.014098
0.463261,2.830473,-0.618284,0.014098
0.463219,2.830529,-0.618343,0.014098
0.463177,2.830906,-0.618386,0.014098
0.463192,2.830680,-0.618424,0.014098
0.463135,2.830688,-0.618334,0.014098
0.463319,2.831032,-0.617623,0.014098
0.463200,2.830686,-0.618182,0.014098
0.462725,2.832235,-0.619133,0.014098
0.463201,2.830567,-0.618359,0.014098
0.463313,2.830768,-0.618218,0.014098
0.463393,2.830577,-0.618495,0.014098
